,ID,date,campaign_type,region,customer_age_range,gender,sales,units_sold,clients_engaged,click_rate,conversion_rate
9115,Ez4011,2022-06-07 00:00:00.000000000,Online Advertising,East,18-25,Others,76679.23,49.0,2903.0,0.9,0.1
9116,Sj2487,2019-11-03 00:00:00.000000000,Direct Advertising,East,36-45,Female,49623.39,27.0,2927.0,0.32,0.05
9117,Xz5562,2021-07-30 00:00:00.000000000,TV,North,36-45,Others,139407.01,90.0,988.0,0.95,0.11
9118,Lc6479,2022-10-14 00:00:00.000000000,Direct Advertising,South,18-25,Male,57184.37,49.0,156.0,0.08,0.24
9119,Ho3847,2018-08-23 00:00:00.000000000,Online Advertising,East,26-35,Male,7765.95,57.0,57.0,0.42,0.19
9120,Pd9629,2020-12-27 00:00:00.000000000,Direct Advertising,East,18-25,Others,15098.87,17.0,111.0,1.17,0.17
9121,Kc2793,2020-02-14 00:00:00.000000000,Online Advertising,East,46-55,Male,59293.27,37.0,2738.0,1.05,0.13
9122,Lg8408,2019-10-14 00:00:00.000000000,Email,East,36-45,Male,117770.44,98.0,713.0,0.19,0.16
9123,Qc1737,2022-07-31 00:00:00.000000000,Direct Advertising,North,18-25,Male,119971.33,51.0,734.0,1.34,0.1
9124,Pw1216,2021-11-15 00:00:00.000000000,Direct Advertising,East,18-25,Others,131884.56,12.0,2309.0,0.32,0.11
9125,Fa6000,2018-07-30 00:00:00.000000000,Social Networks,North,26-35,Female,14851.92,32.0,1760.0,0.79,0.14
9126,Uh9969,2022-12-30 00:00:00.000000000,Online Advertising,South,26-35,Male,114378.49,75.0,12.0,1.2,0.3
9127,Mc1224,2022-02-20 00:00:00.000000000,Online Advertising,South,36-45,Male,50117.73,21.0,877.0,1.23,0.03
9128,Mb7083,2021-11-04 00:00:00.000000000,Direct Advertising,East,26-35,Others,127111.52,22.0,2356.0,0.28,0.29
9129,Ge4061,2018-05-25 00:00:00.000000000,Email,North,18-25,Others,82568.25,87.0,2971.0,1.3,0.28
9130,Un8289,2022-12-16 00:00:00.000000000,TV,East,26-35,Male,65428.13,4.0,2855.0,0.82,0.09
9131,Ru5297,2020-09-06 00:00:00.000000000,Email,South,56+,Male,94965.36,1.0,2756.0,1.35,0.29
9132,De5078,2022-06-16 00:00:00.000000000,TV,North,36-45,Female,79500.99,8.0,1094.0,0.68,0.16
9133,Mk1801,2018-10-10 00:00:00.000000000,TV,North,56+,Male,15554.67,9.0,439.0,0.09,0.22
9134,Xq1691,2020-01-09 00:00:00.000000000,Social Networks,East,36-45,Male,35440.45,31.0,92.0,1.25,0.22
9135,Ru8793,2018-10-04 00:00:00.000000000,Social Networks,North,36-45,Female,17555.43,59.0,484.0,0.07,0.1
9136,Uq9576,2021-04-01 00:00:00.000000000,Online Advertising,South,26-35,Others,124835.34,88.0,141.0,0.34,0.26
9137,Fq1286,2022-09-29 00:00:00.000000000,Social Networks,West,18-25,Male,121515.24,20.0,1283.0,1.12,0.19
9138,Xd1661,2018-09-01 00:00:00.000000000,Online Advertising,South,36-45,Female,70784.31,20.0,798.0,1.21,0.05
9139,Hn6225,2019-05-28 00:00:00.000000000,Online Advertising,South,46-55,Male,108385.89,82.0,2879.0,0.53,0.18
9140,Xo5613,2018-01-13 00:00:00.000000000,Email,North,46-55,Female,30729.18,66.0,954.0,0.11,0.17
9141,Uj8072,2019-09-27 00:00:00.000000000,Online Advertising,West,26-35,Female,97039.54,46.0,1071.0,1.04,0.29
9142,Iw4279,2019-01-30 00:00:00.000000000,Direct Advertising,North,46-55,Male,47276.58,64.0,1782.0,0.68,0.27
9143,Do2391,2019-07-18 00:00:00.000000000,Social Networks,East,26-35,Male,127227.46,28.0,2479.0,0.24,0.24
9144,Kt8020,2018-11-19 00:00:00.000000000,TV,North,26-35,Male,908.29,70.0,538.0,0.25,0.29
9145,Np4804,2019-09-11 00:00:00.000000000,Email,East,26-35,Female,18875.77,39.0,1308.0,1.06,0.24
9146,Ex1144,2018-10-21 00:00:00.000000000,Online Advertising,North,26-35,Male,84549.27,90.0,884.0,1.2,0.17
9147,Lp7393,2019-12-12 00:00:00.000000000,Online Advertising,East,26-35,Male,140997.44,96.0,1031.0,0.97,0.08
9148,Fz9368,2020-04-02 00:00:00.000000000,Direct Advertising,South,36-45,Male,76036.65,1.0,2845.0,1.42,0.15596471885336272
9149,Vp1606,2018-11-08 00:00:00.000000000,TV,West,36-45,Others,2251.63,98.0,1056.0,0.14,0.27
9150,Df5044,2018-06-27 00:00:00.000000000,Online Advertising,West,56+,Others,73308.56,35.0,1531.0,0.45,0.04
9151,We4146,2019-12-15 00:00:00.000000000,Direct Advertising,South,36-45,Others,115069.97,26.0,2027.0,0.25,0.19
9152,Vs2446,2020-11-03 00:00:00.000000000,Social Networks,North,36-45,Male,36424.8,2.0,2842.0,1.36,0.08
9153,Jd2462,2020-08-21 00:00:00.000000000,Online Advertising,West,18-25,Male,36138.95,51.0,1144.0,0.69,0.24
9154,To3034,2020-02-28 00:00:00.000000000,Direct Advertising,South,56+,Others,58730.93,87.0,761.0,1.27,0.2
9155,Sb5747,2018-02-02 00:00:00.000000000,Direct Advertising,North,18-25,Male,139036.26,23.0,2161.0,0.86,0.29
9156,Mn5403,2019-06-06 00:00:00.000000000,Social Networks,South,26-35,Others,98980.6,25.0,871.0,0.12,0.07
9157,Ih3428,2019-04-06 00:00:00.000000000,Social Networks,West,18-25,Female,93852.45,24.0,2185.0,0.27,0.29
9158,Vi6533,2018-09-29 00:00:00.000000000,Social Networks,North,36-45,Others,149173.54,55.0,1029.0,0.35,0.12
9159,Nf7989,2020-07-12 00:00:00.000000000,Email,North,26-35,Others,30881.57,55.0,1606.0,1.48,0.13
9160,Dx2249,2022-10-03 00:00:00.000000000,Email,North,56+,Female,16164.54,88.0,1581.0,0.38,0.16
9161,Yq5197,2018-01-30 00:00:00.000000000,Email,West,56+,Male,20473.8,14.0,1378.0,1.42,0.15
9162,Bk1088,2022-11-13 00:00:00.000000000,Online Advertising,West,46-55,Female,131845.63,58.0,51.0,0.24,0.16
9163,Jc4418,2018-05-15 00:00:00.000000000,Direct Advertising,East,18-25,Male,147567.97,63.0,1936.0,0.6,0.19
9164,Ho9704,2020-01-24 00:00:00.000000000,Direct Advertising,North,56+,Male,49590.06,33.0,2760.0,0.81,0.1
9165,Pw6822,2021-02-14 00:00:00.000000000,Direct Advertising,North,56+,Others,110434.92,43.0,252.0,1.11,0.12
9166,Qq8173,2019-06-25 00:00:00.000000000,Online Advertising,North,56+,Others,81810.83,22.0,1799.0,1.07,0.22
9167,Sj6154,2022-02-23 00:00:00.000000000,TV,East,18-25,Others,88761.18,52.0,1732.0,0.47,0.05
9168,Qv7355,2021-02-07 00:00:00.000000000,Online Advertising,East,18-25,Male,83671.62,56.0,2822.0,1.13,0.26
9169,Hv7259,2020-05-11 00:00:00.000000000,Online Advertising,West,56+,Others,55446.06,96.0,1499.0,0.93,0.11
9170,Rz4972,2018-10-25 00:00:00.000000000,Social Networks,West,56+,Female,96199.19,95.0,544.0,0.22,0.28
9171,Ot6930,2020-10-11 00:00:00.000000000,Direct Advertising,North,56+,Male,26880.25,88.0,2203.0,0.95,0.26
9172,Dg6348,2018-11-20 00:00:00.000000000,Online Advertising,South,26-35,Male,36832.19,6.0,183.0,1.04,0.07
9173,Gp9504,2020-04-16 00:00:00.000000000,Social Networks,East,46-55,Others,105358.49,81.0,797.0,1.42,0.26
9174,Wu1791,2021-01-31 00:00:00.000000000,Email,East,56+,Male,128306.05,22.0,739.0,1.3,0.09
9175,Vn3980,2022-06-07 00:00:00.000000000,Online Advertising,East,56+,Male,47942.34,16.0,83.0,1.47,0.09
9176,Xz2877,2021-04-28 00:00:00.000000000,Online Advertising,North,26-35,Male,69772.15,13.0,383.0,0.66,0.23
9177,Rm3021,2020-11-10 00:00:00.000000000,Direct Advertising,East,36-45,Male,93751.32,63.0,2740.0,1.09,0.16
9178,Lf9158,2021-11-04 00:00:00.000000000,TV,North,36-45,Male,67585.05,37.0,588.0,1.03,0.13
9179,Fs1869,2021-03-17 00:00:00.000000000,Direct Advertising,North,18-25,Others,58706.12,23.0,879.0,0.67,0.29
9180,Ak6319,2020-12-18 00:00:00.000000000,Social Networks,South,36-45,Male,129599.34,25.0,2405.0,0.64,0.05
9181,Iu8331,2018-01-24 00:00:00.000000000,Direct Advertising,North,36-45,Male,33841.99,47.0,557.0,1.45,0.11
9182,Qe3263,2021-12-20 00:00:00.000000000,Online Advertising,East,18-25,Female,2832.01,14.0,2304.0,0.92,0.1
9183,Oa5620,2022-02-15 00:00:00.000000000,Direct Advertising,North,18-25,Male,55254.18,31.0,2351.0,1.46,0.08
9184,Ud7323,2022-12-08 00:00:00.000000000,Social Networks,East,18-25,Others,68796.45,14.0,216.0,1.18,0.19
9185,Mt7443,2022-05-21 00:00:00.000000000,Online Advertising,West,56+,Male,138814.7,72.0,2960.0,0.54,0.13
9186,Oy1578,2019-10-07 00:00:00.000000000,Online Advertising,East,26-35,Male,113800.09,21.0,2244.0,1.33,0.3
9187,Di6133,2022-05-01 00:00:00.000000000,Email,East,36-45,Male,110985.13,96.0,2831.0,0.51,0.26
9188,Lz5805,2022-01-09 00:00:00.000000000,Social Networks,East,36-45,Others,105194.31,25.0,975.0,1.41,0.2
9189,Qs8390,2019-06-03 00:00:00.000000000,Direct Advertising,East,36-45,Female,141652.35,54.0,1622.0,0.85,0.1
9190,Ot6784,2021-08-31 00:00:00.000000000,Email,South,36-45,Female,32627.42,34.0,2262.0,0.66,0.13
9191,Zh5686,2018-10-31 00:00:00.000000000,TV,North,36-45,Others,67594.08,14.0,2877.0,1.45,0.15
9192,Vf7267,2022-04-05 00:00:00.000000000,Online Advertising,West,46-55,Male,101004.92,91.0,1183.0,1.47,0.29
9193,Zp4725,2021-11-06 00:00:00.000000000,Direct Advertising,East,26-35,Others,106391.27,16.0,938.0,0.92,0.13
9194,Hn5046,2020-08-01 00:00:00.000000000,Email,South,18-25,Male,2316.34,88.0,1365.0,1.47,0.24
9195,Eh6316,2022-08-31 00:00:00.000000000,Online Advertising,North,26-35,Male,88515.6,66.0,543.0,0.09,0.28
9196,Ug7820,2021-04-23 00:00:00.000000000,Direct Advertising,West,56+,Male,4633.21,35.0,1838.0,0.26,0.12
9197,Is2966,2019-04-12 00:00:00.000000000,Social Networks,South,36-45,Male,131098.49,63.0,675.0,0.29,0.17
9198,Qe7017,2019-01-08 00:00:00.000000000,Social Networks,South,18-25,Male,149504.21,56.0,1268.0,1.49,0.1
9199,Bo9417,2019-04-28 00:00:00.000000000,Direct Advertising,South,36-45,Others,28453.81,66.0,140.0,0.78,0.1
9200,Yr6804,2018-09-17 00:00:00.000000000,TV,West,36-45,Male,77977.9,60.0,2210.0,0.29,0.19
9201,Mc2400,2020-11-09 00:00:00.000000000,Email,North,36-45,Female,112070.02,49.0,2307.0,0.18,0.02
9202,Ds9305,2021-07-25 00:00:00.000000000,Social Networks,North,18-25,Male,20303.2,95.0,2804.0,1.48,0.24
9203,Lo7123,2020-11-28 00:00:00.000000000,Online Advertising,North,36-45,Male,32898.48,15.0,1337.0,0.25,0.05
9204,Dc2019,2020-01-21 00:00:00.000000000,Social Networks,North,36-45,Female,145492.74,12.0,1280.0,0.39,0.17
9205,Kk2945,2018-05-14 00:00:00.000000000,Direct Advertising,North,26-35,Male,47237.51,100.0,2197.0,1.07,0.05
9206,Zy7219,2019-05-17 00:00:00.000000000,Online Advertising,North,26-35,Female,61039.43,80.0,1633.0,1.12,0.11
9207,Zl2695,2021-11-22 00:00:00.000000000,Direct Advertising,West,46-55,Female,50651.76,10.0,2215.0,0.99,0.03
9208,Jx9018,2021-04-24 00:00:00.000000000,Social Networks,North,36-45,Male,57059.02,5.0,1232.0,1.44,0.11
9209,Tu8226,2022-11-13 00:00:00.000000000,Online Advertising,West,56+,Female,63315.7,14.0,1768.0,1.25,0.25
9210,To2661,2020-06-24 00:00:00.000000000,TV,South,36-45,Others,72969.51,60.0,1506.0,0.73,0.2
9211,Hw9701,2020-01-17 00:00:00.000000000,Direct Advertising,West,18-25,Female,90381.95,74.0,2896.0,0.78,0.21
9212,Bg4306,2021-04-02 00:00:00.000000000,Social Networks,North,26-35,Female,85320.89,89.0,2353.0,0.99,0.23
9213,Rw5445,2020-06-02 00:00:00.000000000,Direct Advertising,West,36-45,Male,35883.76,91.0,472.0,1.0,0.22
9214,Ch8975,2020-02-17 00:00:00.000000000,TV,South,46-55,Male,116447.07,12.0,1600.0,1.49,0.14
9215,Uf8056,2021-06-24 00:00:00.000000000,Online Advertising,South,18-25,Male,19802.41,55.0,2149.0,0.33,0.08
9216,Ke6774,2021-04-07 00:00:00.000000000,Online Advertising,East,56+,Others,142184.32,95.0,1306.0,0.43,0.26
9217,Ed4127,2018-01-16 00:00:00.000000000,Online Advertising,East,46-55,Others,94177.11,55.0,782.0,0.42,0.23
9218,Cr2575,2019-11-22 00:00:00.000000000,TV,West,46-55,Female,95330.26,54.0,1130.0,0.72,0.15
9219,Yy6160,2020-03-17 00:00:00.000000000,Direct Advertising,North,26-35,Male,45971.91,78.0,2505.0,1.38,0.12
9220,Gw5663,2021-11-12 00:00:00.000000000,Email,South,26-35,Female,70682.78,1.0,215.0,1.32,0.19
9221,Kw2310,2019-09-16 00:00:00.000000000,Online Advertising,North,46-55,Female,13395.64,40.0,2062.0,1.0,0.16
9222,Yl5495,2022-12-01 00:00:00.000000000,TV,South,18-25,Male,108155.06,89.0,1450.0,0.4,0.13
9223,Yh9824,2020-01-03 00:00:00.000000000,Online Advertising,North,26-35,Others,106838.38,1.0,2789.0,0.72,0.03
9224,Si5399,2022-03-24 00:00:00.000000000,Email,North,26-35,Male,20919.35,83.0,1099.0,0.98,0.27
9225,Rt6059,2021-12-23 00:00:00.000000000,Direct Advertising,North,56+,Female,119589.09,84.0,1348.0,0.22,0.16
9226,Uj7513,2018-09-08 00:00:00.000000000,Direct Advertising,South,56+,Others,107301.12,2.0,2566.0,1.29,0.03
9227,Ng6282,2021-07-26 00:00:00.000000000,Online Advertising,West,36-45,Male,67917.26,42.0,1058.0,0.75,0.1
9228,Py5378,2020-07-25 00:00:00.000000000,Direct Advertising,North,26-35,Female,9906.18,40.0,2598.0,1.29,0.21
9229,Jt2250,2020-06-16 00:00:00.000000000,Online Advertising,South,36-45,Male,127984.98,3.0,212.0,0.65,0.18
9230,Kh3488,2019-08-29 00:00:00.000000000,Online Advertising,North,26-35,Male,72832.36,61.0,1662.0,0.99,0.26
9231,Sd2687,2020-09-12 00:00:00.000000000,Email,North,36-45,Others,108584.26,67.0,448.0,0.6,0.04
9232,Qy5416,2021-07-10 00:00:00.000000000,Email,South,46-55,Male,116831.07,61.0,1908.0,0.74,0.1
9233,Ly7072,2022-09-27 00:00:00.000000000,Online Advertising,North,46-55,Male,1105.09,95.0,1993.0,1.34,0.26
9234,Ik3160,2018-09-06 00:00:00.000000000,Online Advertising,North,56+,Others,96503.63,68.0,1147.0,0.05,0.14
9235,Wb8439,2022-02-20 00:00:00.000000000,Direct Advertising,South,56+,Male,53119.93,26.0,2043.0,1.15,0.1
9236,Nv6951,2022-11-21 00:00:00.000000000,Email,North,46-55,Male,52942.96,69.0,2341.0,1.2,0.04
9237,Li3807,2019-04-24 00:00:00.000000000,Online Advertising,North,26-35,Female,128860.24,85.0,353.0,1.42,0.17
9238,Kv4885,2021-01-13 00:00:00.000000000,Email,East,56+,Male,72281.05,90.0,1599.0,0.2,0.15
9239,Hr3736,2022-03-11 00:00:00.000000000,Online Advertising,South,18-25,Male,113049.66,100.0,1443.0,1.19,0.11
9240,Rs2121,2019-11-28 00:00:00.000000000,TV,North,56+,Others,73128.27,95.0,1023.0,0.73,0.16
9241,Rq3976,2019-07-08 00:00:00.000000000,Direct Advertising,West,36-45,Others,61614.06,93.0,450.0,0.91,0.19
9242,Ld7003,2018-07-09 00:00:00.000000000,TV,South,56+,Male,132283.71,76.0,2646.0,1.44,0.14
9243,El1969,2020-06-20 00:00:00.000000000,Online Advertising,North,18-25,Male,118796.3,60.0,2399.0,0.27,0.26
9244,Zh6666,2021-03-16 00:00:00.000000000,Online Advertising,North,36-45,Male,131703.98,13.0,1704.0,1.28,0.06
9245,Uc4170,2020-08-24 00:00:00.000000000,Online Advertising,West,36-45,Male,86169.86,41.0,2049.0,0.84,0.15
9246,Qz3683,2021-10-06 00:00:00.000000000,Online Advertising,East,46-55,Others,62215.8,28.0,2371.0,1.47,0.22
9247,Ie8875,2018-01-15 00:00:00.000000000,Direct Advertising,North,26-35,Female,27392.92,64.0,685.0,0.39,0.22
9248,Xh5994,2021-07-22 00:00:00.000000000,Email,South,36-45,Others,131613.1,59.0,1506.0,1.28,0.2
9249,Rn6451,2019-11-04 00:00:00.000000000,Direct Advertising,West,36-45,Others,115319.0,76.0,2223.0,1.23,0.28
9250,Gr7168,2018-08-31 00:00:00.000000000,Social Networks,North,56+,Others,49888.66,79.0,2280.0,1.11,0.28
9251,To9428,2018-03-31 00:00:00.000000000,Email,South,18-25,Female,21852.47,83.0,410.0,1.12,0.1
9252,Qg4255,2019-06-07 00:00:00.000000000,Direct Advertising,West,36-45,Female,104133.48,39.0,742.0,1.28,0.03
9253,Iv8315,2020-04-01 00:00:00.000000000,Online Advertising,North,26-35,Female,32112.11,39.0,1069.0,1.46,0.27
9254,Di8300,2020-08-18 00:00:00.000000000,Direct Advertising,South,36-45,Others,59732.6,24.0,2397.0,0.15,0.2
9255,Gc1833,2021-05-08 00:00:00.000000000,Direct Advertising,East,18-25,Male,50198.71,59.0,885.0,0.84,0.29
9256,Sh6352,2020-04-29 00:00:00.000000000,TV,West,18-25,Female,50874.3,72.0,635.0,0.55,0.01
9257,Uz7250,2022-10-08 00:00:00.000000000,Social Networks,West,36-45,Male,56227.2,10.0,584.0,0.6,0.24
9258,Hh5902,2020-07-19 00:00:00.000000000,Online Advertising,East,36-45,Others,65595.82,32.0,458.0,1.09,0.06
9259,Am9428,2020-12-11 00:00:00.000000000,Direct Advertising,West,18-25,Male,76171.56,78.0,156.0,0.5,0.12
9260,Po8164,2019-07-06 00:00:00.000000000,Online Advertising,West,18-25,Female,128565.46,5.0,2509.0,0.36,0.06
9261,Dh6662,2020-07-06 00:00:00.000000000,Social Networks,West,36-45,Male,129629.86,40.0,1131.0,1.44,0.05
9262,Kg1356,2019-07-06 00:00:00.000000000,TV,North,36-45,Others,26688.08,12.0,1149.0,1.02,0.19
9263,Ad7008,2020-09-09 00:00:00.000000000,Social Networks,North,26-35,Female,72981.83,96.0,2759.0,1.27,0.16
9264,Hr5148,2021-01-05 00:00:00.000000000,Online Advertising,West,26-35,Male,92783.56,10.0,641.0,1.15,0.16
9265,Hj9219,2021-04-25 00:00:00.000000000,Direct Advertising,South,46-55,Male,118182.08,52.0,1577.0,0.72,0.08
9266,Am9319,2020-04-08 00:00:00.000000000,Social Networks,East,56+,Male,118312.83,82.0,2692.0,0.66,0.2
9267,Ex5394,2019-02-10 00:00:00.000000000,Direct Advertising,South,36-45,Female,83469.93,16.0,335.0,0.93,0.15
9268,Ge8356,2020-07-23 00:00:00.000000000,Social Networks,South,36-45,Female,94390.62,51.0,2709.0,0.9,0.09
9269,Ky2681,2019-11-03 00:00:00.000000000,Email,West,36-45,Male,621.06,8.0,75.0,0.51,0.22
9270,Eb1516,2018-04-27 00:00:00.000000000,Online Advertising,South,46-55,Female,115231.3,58.0,1978.0,0.73,0.15
9271,Tj6108,2018-07-03 00:00:00.000000000,Online Advertising,North,18-25,Male,20904.93,79.0,611.0,0.23,0.17
9272,Qd5700,2022-03-18 00:00:00.000000000,Online Advertising,East,46-55,Others,85990.04,30.0,249.0,0.12,0.13
9273,Nq1671,2022-07-02 19:33:07.985889158,TV,West,36-45,Others,11247.89,35.0,1300.0,0.61,0.07
9274,Oq9066,2020-12-27 00:00:00.000000000,Social Networks,West,18-25,Male,54318.4,5.0,1851.0,1.39,0.26
9275,Aw2062,2019-11-01 00:00:00.000000000,Social Networks,North,36-45,Female,86148.13,33.0,2131.0,1.12,0.22
9276,Dt9513,2021-09-02 00:00:00.000000000,Online Advertising,East,26-35,Male,24071.18,76.0,2539.0,1.24,0.21
9277,Lq7294,2022-11-12 00:00:00.000000000,Social Networks,East,46-55,Female,21114.06,1.0,2011.0,0.78,0.05
9278,Rb7163,2021-03-27 00:00:00.000000000,Direct Advertising,South,36-45,Others,135732.32,48.0,2744.0,0.1,0.29
9279,Ot7829,2018-01-18 00:00:00.000000000,TV,South,56+,Male,110100.19,97.0,2378.0,0.29,0.27
9280,Nx9749,2018-03-05 00:00:00.000000000,Social Networks,East,18-25,Male,122151.5,16.0,889.0,0.41,0.19
9281,Kg9712,2018-10-15 00:00:00.000000000,Direct Advertising,West,36-45,Female,8856.86,60.0,431.0,0.9,0.16
9282,Mq3903,2021-08-29 00:00:00.000000000,Direct Advertising,East,56+,Male,112787.93,18.0,2633.0,0.92,0.02
9283,Yk9544,2021-03-24 00:00:00.000000000,Social Networks,North,18-25,Female,21213.88,90.0,611.0,1.4,0.12
9284,Vi9356,2021-10-28 00:00:00.000000000,Social Networks,North,26-35,Male,7289.29,73.0,2499.0,1.48,0.03
9285,De6557,2022-10-17 00:00:00.000000000,Email,North,36-45,Female,112645.3,26.0,2493.0,0.72,0.06
9286,Qc5800,2022-06-18 00:00:00.000000000,Direct Advertising,East,36-45,Others,11992.97,40.0,2803.0,1.3,0.3
9287,Et1656,2020-02-27 00:00:00.000000000,TV,South,36-45,Male,94781.12,40.0,829.0,0.48,0.29
9288,Fo5978,2022-06-04 00:00:00.000000000,Online Advertising,East,26-35,Male,51551.76,95.0,766.0,0.45,0.21
9289,Ah8821,2020-08-02 00:00:00.000000000,Online Advertising,North,36-45,Others,59019.39,100.0,245.0,0.43,0.19
9290,Dc9948,2018-04-14 00:00:00.000000000,Online Advertising,North,46-55,Others,103665.87,66.0,111.0,0.07,0.04
9291,Hn9368,2020-02-13 00:00:00.000000000,Online Advertising,East,46-55,Male,101355.1,5.0,597.0,1.37,0.03
9292,Et5332,2020-05-23 00:00:00.000000000,Direct Advertising,East,36-45,Female,91016.38,28.0,859.0,1.13,0.05
9293,Kz5410,2021-05-20 00:00:00.000000000,TV,North,18-25,Male,78931.42,66.0,2697.0,0.73,0.02
9294,Eo8176,2021-02-04 00:00:00.000000000,Online Advertising,North,18-25,Male,109220.78,93.0,881.0,0.67,0.11
9295,Ob6975,2020-06-14 00:00:00.000000000,Online Advertising,East,18-25,Others,57941.18,9.0,869.0,1.28,0.12
9296,Cf3850,2022-05-24 00:00:00.000000000,Direct Advertising,South,56+,Others,138346.99,23.0,1198.0,1.05,0.25
9297,Wd5902,2020-06-05 00:00:00.000000000,Online Advertising,South,26-35,Female,117058.38,69.0,1226.0,0.32,0.26
9298,Zi8679,2020-04-12 00:00:00.000000000,Email,West,36-45,Male,9511.72,66.0,728.0,0.69,0.09
9299,Ye2324,2021-07-13 00:00:00.000000000,Online Advertising,East,26-35,Female,38521.03,41.0,2444.0,0.74,0.22
9300,Fp1245,2020-06-20 00:00:00.000000000,Email,North,18-25,Female,63748.54,71.0,2740.0,0.58,0.15
9301,Nr3977,2019-01-18 00:00:00.000000000,Social Networks,North,36-45,Female,3259.24,22.0,2318.0,0.35,0.2
9302,Ep3815,2021-12-15 00:00:00.000000000,TV,South,18-25,Female,46206.67,43.0,233.0,0.5,0.16
9303,Fc2834,2022-10-22 00:00:00.000000000,TV,North,26-35,Male,31307.01,73.0,2466.0,1.5,0.18
9304,Xs1559,2018-07-22 00:00:00.000000000,Email,West,36-45,Male,24176.86,77.0,265.0,1.02,0.22
9305,Jc8778,2022-07-09 00:00:00.000000000,Direct Advertising,West,36-45,Male,50172.6,83.0,1970.0,0.26,0.01
9306,Wr2881,2020-07-23 00:00:00.000000000,Social Networks,East,46-55,Female,74484.04,49.0,815.0,1.35,0.28
9307,Qm8980,2022-02-24 00:00:00.000000000,Email,East,56+,Female,104557.57,45.0,1668.0,0.44,0.25
9308,El4212,2021-08-16 00:00:00.000000000,Online Advertising,West,46-55,Female,40588.71,94.0,866.0,1.47,0.26
9309,Qs5257,2018-08-01 00:00:00.000000000,Online Advertising,West,46-55,Male,111671.79,75.0,2506.0,1.25,0.27
9310,Ao5964,2019-10-20 00:00:00.000000000,Direct Advertising,East,56+,Female,110394.63,45.0,108.0,0.78,0.22
9311,Yx8966,2021-12-06 00:00:00.000000000,Social Networks,South,36-45,Male,38569.05,47.0,2543.0,0.41,0.19
9312,Ex3948,2020-10-22 00:00:00.000000000,Email,South,18-25,Others,88457.63,40.0,891.0,0.29,0.02
9313,Ok1778,2020-07-18 00:00:00.000000000,Online Advertising,South,36-45,Female,97153.25,81.0,2571.0,0.79,0.14
9314,Ta4293,2021-09-30 00:00:00.000000000,Direct Advertising,South,46-55,Female,33654.55,100.0,1682.0,0.49,0.24
9315,Lp7321,2020-12-24 00:00:00.000000000,Online Advertising,West,36-45,Male,1762.39,98.0,2685.0,0.07,0.12
9316,Zs6046,2021-07-25 00:00:00.000000000,Online Advertising,West,56+,Female,108503.95,66.0,1185.0,1.32,0.03
9317,Fy3809,2019-11-07 00:00:00.000000000,Social Networks,North,26-35,Male,126113.03,31.0,2902.0,0.26,0.2
9318,Ym2601,2021-11-04 00:00:00.000000000,Email,East,26-35,Female,139489.88,37.0,2082.0,1.33,0.07
9319,Kv1870,2020-06-24 00:00:00.000000000,TV,North,18-25,Female,105489.14,14.0,1157.0,0.13,0.14
9320,Il7121,2018-04-03 00:00:00.000000000,Online Advertising,South,36-45,Male,137757.85,100.0,2314.0,0.47,0.26
9321,Od7320,2022-01-24 00:00:00.000000000,Online Advertising,West,56+,Others,145733.44,44.0,2847.0,0.77,0.16
9322,Ig8774,2022-03-21 00:00:00.000000000,Social Networks,South,18-25,Others,87232.05,43.0,2886.0,0.54,0.28
9323,Er8888,2018-08-03 00:00:00.000000000,Email,West,26-35,Female,93989.97,41.0,2489.0,1.45,0.14
9324,Kq5301,2018-06-29 00:00:00.000000000,Online Advertising,North,26-35,Male,94355.38,33.0,2430.0,0.6,0.1
9325,Th7424,2021-04-11 00:00:00.000000000,Social Networks,North,56+,Female,76149.17,86.0,2562.0,1.32,0.08
9326,Hz6172,2020-07-15 00:00:00.000000000,Online Advertising,South,56+,Male,114841.35,61.0,1995.0,0.93,0.14
9327,Tt4574,2020-12-21 00:00:00.000000000,Direct Advertising,North,46-55,Male,72946.87,47.0,2017.0,1.35,0.25
9328,Hk5572,2020-07-10 00:00:00.000000000,Online Advertising,South,36-45,Male,130726.71,70.0,879.0,1.1,0.02
9329,Vq1828,2021-05-21 00:00:00.000000000,Direct Advertising,East,36-45,Others,28750.31,65.0,2486.0,0.53,0.06
9330,Gq1084,2020-06-27 00:00:00.000000000,TV,South,46-55,Male,139058.74,74.0,1695.0,0.72,0.01
9331,Ta1479,2018-01-26 00:00:00.000000000,Direct Advertising,South,26-35,Male,43500.86,88.0,1514.0,1.4,0.11
9332,Ht1693,2019-01-06 00:00:00.000000000,Online Advertising,North,26-35,Male,92382.78,44.0,368.0,0.95,0.27
9333,Zd6700,2020-06-20 00:00:00.000000000,Email,North,18-25,Others,40132.98,9.0,2163.0,0.69,0.03
9334,Ia2017,2021-10-15 00:00:00.000000000,Direct Advertising,North,56+,Others,53011.8,92.0,49.0,0.11,0.2
9335,Oq9744,2018-01-13 00:00:00.000000000,TV,West,18-25,Male,84853.92,68.0,583.0,0.57,0.3
9336,Su2257,2018-02-02 00:00:00.000000000,Online Advertising,East,46-55,Others,46962.9,17.0,2291.0,0.96,0.05
9337,Wx3438,2019-03-08 00:00:00.000000000,Email,West,26-35,Male,108349.3,100.0,1263.0,0.42,0.07
